,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
548,Watsa,94,CD,1604283074,100,3.04,29.54,63.77,2.3
549,Oxford,100,GB,1604283076,88,51.75,-1.26,62.6,25.28
550,Bonfim,100,BR,1604283077,80,3.08,-59.95,79.07,5.86
551,Pangody,83,RU,1604283078,97,65.85,74.49,26.08,18.61
552,Hobyo,2,SO,1604283079,77,5.35,48.53,79.7,4.09
553,Mehamn,100,NO,1604283081,86,71.04,27.85,42.44,24.34
554,Ust-Nera,45,RU,1604283082,81,64.57,143.2,-9.42,5.06
555,Bonthe,2,SL,1604283083,89,7.53,-12.51,78.33,7.56
556,Krasnoarmeysk,37,RU,1604283084,96,51.02,45.7,39.99,5.01
557,Safaga,40,EG,1604283086,69,26.73,33.94,73.4,8.05
558,Saint-Gilles,90,FR,1604283087,93,43.68,4.43,53.6,2.24
560,Wenatchee,1,US,1604282878,53,47.42,-120.31,50.0,5.82
561,Baykit,100,RU,1604283091,96,61.67,96.37,25.32,5.48
562,Mumford,100,GH,1604283092,89,5.26,-0.76,78.26,7.7
563,Primo Tapia,1,MX,1604283093,88,32.22,-116.92,70.0,5.1
564,Yanam,20,IN,1604283095,83,16.73,82.22,78.8,3.36
565,Esim,17,GH,1604283096,89,4.87,-2.24,77.56,6.31
566,Iqaluit,90,CA,1604283097,72,63.75,-68.51,15.8,3.67
568,Sioux Lookout,75,CA,1604283100,58,50.1,-91.92,24.8,10.29
571,Agüimes,20,ES,1604283103,77,27.91,-15.45,72.0,20.8
572,Xiongzhou,77,CN,1604283105,68,25.12,114.3,68.67,7.27
575,Rupert,1,US,1604283108,28,42.62,-113.68,57.2,10.29
578,Asău,6,RO,1604283112,85,46.43,26.4,39.0,5.61
579,Opelousas,1,US,1604283113,54,30.53,-92.08,62.01,8.05
580,Suluova,0,TR,1604283115,65,40.83,35.65,32.0,0.98
581,Balyqshy,0,KZ,1604283116,42,47.07,51.87,46.4,11.18
582,Coralville,1,US,1604283117,54,41.68,-91.58,32.0,6.93
583,Wanning,58,CN,1604283071,75,18.8,110.4,76.75,11.25
585,Wapakoneta,75,US,1604282876,64,40.57,-84.19,34.0,10.29
586,East Wenatchee Bench,1,US,1604283122,53,47.43,-120.28,50.0,5.82
588,Ostrovnoy,100,RU,1604283125,92,68.05,39.51,39.0,23.42
589,College,20,US,1604283073,77,64.86,-147.8,-0.99,1.63
590,Laas,75,IT,1604283127,81,46.62,10.7,48.2,3.36
